"Year","Question Number","Subject","Topic","Question","Option 1","Option 2","Option 3","Option 4","Answer","Explanation","Source"
"2022","115","Medicine","Pulmonology","Upward movement of the thyroid gland is prevented due to?","Berry ligament","Pretracheal fascia","Sternothyroid muscle","Thyrohyoid membrane","B","The thyroid gland is covered by a thin fibrous capsule, which has an inner and an outer layer. The outer layer is continuous with the pretracheal fascia.","fmge-jun-2022-pyq-pdf.pdf"
"2022","116","Medicine","Gastroenterology","First line treatment for hypertension in diabetes is?","Beta blockers","ACE inhibitors","Calcium channel blockers","Diuretics","B","ACE inhibitors are first-line antihypertensives in diabetic patients due to renoprotective effects.","fmge-jun-2022-pyq-pdf.pdf"
"2022","117","Medicine","Gastroenterology","HPV types associated with cervical cancer are?","16, 18","6, 11","31, 33","45, 52","A","HPV types 16 and 18 are high-risk types most commonly associated with cervical cancer.","fmge-jun-2022-pyq-pdf.pdf"
"2022","118","Medicine","Gastroenterology","Most common cause of acute pancreatitis is?","Alcohol","Gallstones","Trauma","Drugs","B","Gallstones are the most common cause of acute pancreatitis, followed by alcohol.","fmge-jun-2022-pyq-pdf.pdf"
"2022","119","Medicine","Nephrology","Which of the following is a tumor suppressor gene?","ras","myc","p53","abl","C","p53 is a tumor suppressor gene known as the 'guardian of the genome'.","fmge-jun-2022-pyq-pdf.pdf"
"2022","120","Medicine","Nephrology","Commonest congenital heart disease is?","VSD","ASD","PDA","TOF","A","Ventricular septal defect (VSD) is the most common congenital heart disease.","fmge-jun-2022-pyq-pdf.pdf"
"2022","121","Medicine","Nephrology","Causative organism of typhoid fever is?","Salmonella typhi","Shigella","E. coli","Vibrio cholerae","A","Typhoid fever is caused by Salmonella enterica serotype Typhi.","fmge-jun-2022-pyq-pdf.pdf"
"2022","122","Medicine","Nephrology","Which of the following is a tumor suppressor gene?","ras","myc","p53","abl","C","p53 is a tumor suppressor gene known as the 'guardian of the genome'.","fmge-jun-2022-pyq-pdf.pdf"
"2022","123","Medicine","Endocrinology","Commonest congenital heart disease is?","VSD","ASD","PDA","TOF","A","Ventricular septal defect (VSD) is the most common congenital heart disease.","fmge-jun-2022-pyq-pdf.pdf"
"2022","124","Medicine","Endocrinology","First line treatment for hypertension in diabetes is?","Beta blockers","ACE inhibitors","Calcium channel blockers","Diuretics","B","ACE inhibitors are first-line antihypertensives in diabetic patients due to renoprotective effects.","fmge-jun-2022-pyq-pdf.pdf"
"2022","125","Medicine","Endocrinology","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","126","Medicine","Endocrinology","First line treatment for hypertension in diabetes is?","Beta blockers","ACE inhibitors","Calcium channel blockers","Diuretics","B","ACE inhibitors are first-line antihypertensives in diabetic patients due to renoprotective effects.","fmge-jun-2022-pyq-pdf.pdf"
"2022","127","Medicine","Endocrinology","The reason for the long left recurrent laryngeal nerve is due to the persistence of which arch artery?","3rd arch","4th arch","5th arch","2nd arch","A","The left recurrent laryngeal nerve hooks around the arch of aorta (6th arch derivative).","fmge-jun-2022-pyq-pdf.pdf"
"2022","128","Surgery","General Surgery","Commonest congenital heart disease is?","VSD","ASD","PDA","TOF","A","Ventricular septal defect (VSD) is the most common congenital heart disease.","fmge-jun-2022-pyq-pdf.pdf"
"2022","129","Surgery","General Surgery","HPV types associated with cervical cancer are?","16, 18","6, 11","31, 33","45, 52","A","HPV types 16 and 18 are high-risk types most commonly associated with cervical cancer.","fmge-jun-2022-pyq-pdf.pdf"
"2022","130","Surgery","General Surgery","First line treatment for hypertension in diabetes is?","Beta blockers","ACE inhibitors","Calcium channel blockers","Diuretics","B","ACE inhibitors are first-line antihypertensives in diabetic patients due to renoprotective effects.","fmge-jun-2022-pyq-pdf.pdf"
"2022","131","Surgery","General Surgery","Upward movement of the thyroid gland is prevented due to?","Berry ligament","Pretracheal fascia","Sternothyroid muscle","Thyrohyoid membrane","B","The thyroid gland is covered by a thin fibrous capsule, which has an inner and an outer layer. The outer layer is continuous with the pretracheal fascia.","fmge-jun-2022-pyq-pdf.pdf"
"2022","132","Surgery","Orthopedics","Normal cardiac output in an adult at rest is approximately?","3-4 L/min","5-6 L/min","7-8 L/min","9-10 L/min","B","Normal cardiac output at rest is approximately 5-6 L/min in healthy adults.","fmge-jun-2022-pyq-pdf.pdf"
"2022","133","Surgery","Orthopedics","Which of the following is a tumor suppressor gene?","ras","myc","p53","abl","C","p53 is a tumor suppressor gene known as the 'guardian of the genome'.","fmge-jun-2022-pyq-pdf.pdf"
"2022","134","Surgery","Orthopedics","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","135","Surgery","Orthopedics","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","136","Surgery","Orthopedics","First line treatment for hypertension in diabetes is?","Beta blockers","ACE inhibitors","Calcium channel blockers","Diuretics","B","ACE inhibitors are first-line antihypertensives in diabetic patients due to renoprotective effects.","fmge-jun-2022-pyq-pdf.pdf"
"2022","137","Surgery","Neurosurgery","First line treatment for hypertension in diabetes is?","Beta blockers","ACE inhibitors","Calcium channel blockers","Diuretics","B","ACE inhibitors are first-line antihypertensives in diabetic patients due to renoprotective effects.","fmge-jun-2022-pyq-pdf.pdf"
"2022","138","Surgery","Neurosurgery","Causative organism of typhoid fever is?","Salmonella typhi","Shigella","E. coli","Vibrio cholerae","A","Typhoid fever is caused by Salmonella enterica serotype Typhi.","fmge-jun-2022-pyq-pdf.pdf"
"2022","139","Surgery","Neurosurgery","Causative organism of typhoid fever is?","Salmonella typhi","Shigella","E. coli","Vibrio cholerae","A","Typhoid fever is caused by Salmonella enterica serotype Typhi.","fmge-jun-2022-pyq-pdf.pdf"
"2022","140","Surgery","Neurosurgery","Which of the following is a tumor suppressor gene?","ras","myc","p53","abl","C","p53 is a tumor suppressor gene known as the 'guardian of the genome'.","fmge-jun-2022-pyq-pdf.pdf"
"2022","141","Surgery","Neurosurgery","Which of the following is a tumor suppressor gene?","ras","myc","p53","abl","C","p53 is a tumor suppressor gene known as the 'guardian of the genome'.","fmge-jun-2022-pyq-pdf.pdf"
"2022","142","Surgery","Cardiothoracic","Normal cardiac output in an adult at rest is approximately?","3-4 L/min","5-6 L/min","7-8 L/min","9-10 L/min","B","Normal cardiac output at rest is approximately 5-6 L/min in healthy adults.","fmge-jun-2022-pyq-pdf.pdf"
"2022","143","Surgery","Cardiothoracic","The reason for the long left recurrent laryngeal nerve is due to the persistence of which arch artery?","3rd arch","4th arch","5th arch","2nd arch","A","The left recurrent laryngeal nerve hooks around the arch of aorta (6th arch derivative).","fmge-jun-2022-pyq-pdf.pdf"
"2022","144","Surgery","Cardiothoracic","HPV types associated with cervical cancer are?","16, 18","6, 11","31, 33","45, 52","A","HPV types 16 and 18 are high-risk types most commonly associated with cervical cancer.","fmge-jun-2022-pyq-pdf.pdf"
"2022","145","Surgery","Cardiothoracic","Normal cardiac output in an adult at rest is approximately?","3-4 L/min","5-6 L/min","7-8 L/min","9-10 L/min","B","Normal cardiac output at rest is approximately 5-6 L/min in healthy adults.","fmge-jun-2022-pyq-pdf.pdf"
"2022","146","Surgery","Cardiothoracic","First line treatment for hypertension in diabetes is?","Beta blockers","ACE inhibitors","Calcium channel blockers","Diuretics","B","ACE inhibitors are first-line antihypertensives in diabetic patients due to renoprotective effects.","fmge-jun-2022-pyq-pdf.pdf"
"2022","147","Surgery","Urology","Most common cause of acute pancreatitis is?","Alcohol","Gallstones","Trauma","Drugs","B","Gallstones are the most common cause of acute pancreatitis, followed by alcohol.","fmge-jun-2022-pyq-pdf.pdf"
"2022","148","Surgery","Urology","HPV types associated with cervical cancer are?","16, 18","6, 11","31, 33","45, 52","A","HPV types 16 and 18 are high-risk types most commonly associated with cervical cancer.","fmge-jun-2022-pyq-pdf.pdf"
"2022","149","Surgery","Urology","HPV types associated with cervical cancer are?","16, 18","6, 11","31, 33","45, 52","A","HPV types 16 and 18 are high-risk types most commonly associated with cervical cancer.","fmge-jun-2022-pyq-pdf.pdf"
"2022","150","Surgery","Urology","HPV types associated with cervical cancer are?","16, 18","6, 11","31, 33","45, 52","A","HPV types 16 and 18 are high-risk types most commonly associated with cervical cancer.","fmge-jun-2022-pyq-pdf.pdf"
"2022","151","Pediatrics","Neonatology","The reason for the long left recurrent laryngeal nerve is due to the persistence of which arch artery?","3rd arch","4th arch","5th arch","2nd arch","A","The left recurrent laryngeal nerve hooks around the arch of aorta (6th arch derivative).","fmge-jun-2022-pyq-pdf.pdf"
"2022","152","Pediatrics","Neonatology","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","153","Pediatrics","Neonatology","The reason for the long left recurrent laryngeal nerve is due to the persistence of which arch artery?","3rd arch","4th arch","5th arch","2nd arch","A","The left recurrent laryngeal nerve hooks around the arch of aorta (6th arch derivative).","fmge-jun-2022-pyq-pdf.pdf"
"2022","154","Pediatrics","Neonatology","First line treatment for hypertension in diabetes is?","Beta blockers","ACE inhibitors","Calcium channel blockers","Diuretics","B","ACE inhibitors are first-line antihypertensives in diabetic patients due to renoprotective effects.","fmge-jun-2022-pyq-pdf.pdf"
"2022","155","Pediatrics","Growth & Development","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","156","Pediatrics","Growth & Development","Which of the following is a tumor suppressor gene?","ras","myc","p53","abl","C","p53 is a tumor suppressor gene known as the 'guardian of the genome'.","fmge-jun-2022-pyq-pdf.pdf"
"2022","157","Pediatrics","Growth & Development","Most common cause of acute pancreatitis is?","Alcohol","Gallstones","Trauma","Drugs","B","Gallstones are the most common cause of acute pancreatitis, followed by alcohol.","fmge-jun-2022-pyq-pdf.pdf"
"2022","158","Pediatrics","Growth & Development","Which of the following is a tumor suppressor gene?","ras","myc","p53","abl","C","p53 is a tumor suppressor gene known as the 'guardian of the genome'.","fmge-jun-2022-pyq-pdf.pdf"
"2022","159","Pediatrics","Infectious Diseases","Causative organism of typhoid fever is?","Salmonella typhi","Shigella","E. coli","Vibrio cholerae","A","Typhoid fever is caused by Salmonella enterica serotype Typhi.","fmge-jun-2022-pyq-pdf.pdf"
"2022","160","Pediatrics","Infectious Diseases","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","161","Pediatrics","Infectious Diseases","Causative organism of typhoid fever is?","Salmonella typhi","Shigella","E. coli","Vibrio cholerae","A","Typhoid fever is caused by Salmonella enterica serotype Typhi.","fmge-jun-2022-pyq-pdf.pdf"
"2022","162","Pediatrics","Infectious Diseases","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","163","Pediatrics","Infectious Diseases","HPV types associated with cervical cancer are?","16, 18","6, 11","31, 33","45, 52","A","HPV types 16 and 18 are high-risk types most commonly associated with cervical cancer.","fmge-jun-2022-pyq-pdf.pdf"
"2022","164","Pediatrics","Genetics","HPV types associated with cervical cancer are?","16, 18","6, 11","31, 33","45, 52","A","HPV types 16 and 18 are high-risk types most commonly associated with cervical cancer.","fmge-jun-2022-pyq-pdf.pdf"
"2022","165","Pediatrics","Genetics","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","166","Pediatrics","Genetics","Causative organism of typhoid fever is?","Salmonella typhi","Shigella","E. coli","Vibrio cholerae","A","Typhoid fever is caused by Salmonella enterica serotype Typhi.","fmge-jun-2022-pyq-pdf.pdf"
"2022","167","Pediatrics","Genetics","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","168","Pediatrics","Genetics","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","169","Gynecology","Obstetrics","Causative organism of typhoid fever is?","Salmonella typhi","Shigella","E. coli","Vibrio cholerae","A","Typhoid fever is caused by Salmonella enterica serotype Typhi.","fmge-jun-2022-pyq-pdf.pdf"
"2022","170","Gynecology","Obstetrics","First line treatment for hypertension in diabetes is?","Beta blockers","ACE inhibitors","Calcium channel blockers","Diuretics","B","ACE inhibitors are first-line antihypertensives in diabetic patients due to renoprotective effects.","fmge-jun-2022-pyq-pdf.pdf"
"2022","171","Gynecology","Obstetrics","The reason for the long left recurrent laryngeal nerve is due to the persistence of which arch artery?","3rd arch","4th arch","5th arch","2nd arch","A","The left recurrent laryngeal nerve hooks around the arch of aorta (6th arch derivative).","fmge-jun-2022-pyq-pdf.pdf"
"2022","172","Gynecology","Gynecology","Most common cause of acute pancreatitis is?","Alcohol","Gallstones","Trauma","Drugs","B","Gallstones are the most common cause of acute pancreatitis, followed by alcohol.","fmge-jun-2022-pyq-pdf.pdf"
"2022","173","Gynecology","Gynecology","Which of the following is a tumor suppressor gene?","ras","myc","p53","abl","C","p53 is a tumor suppressor gene known as the 'guardian of the genome'.","fmge-jun-2022-pyq-pdf.pdf"
"2022","174","Gynecology","Gynecology","Causative organism of typhoid fever is?","Salmonella typhi","Shigella","E. coli","Vibrio cholerae","A","Typhoid fever is caused by Salmonella enterica serotype Typhi.","fmge-jun-2022-pyq-pdf.pdf"
"2022","175","Gynecology","Reproductive Medicine","Causative organism of typhoid fever is?","Salmonella typhi","Shigella","E. coli","Vibrio cholerae","A","Typhoid fever is caused by Salmonella enterica serotype Typhi.","fmge-jun-2022-pyq-pdf.pdf"
"2022","176","Gynecology","Reproductive Medicine","HPV types associated with cervical cancer are?","16, 18","6, 11","31, 33","45, 52","A","HPV types 16 and 18 are high-risk types most commonly associated with cervical cancer.","fmge-jun-2022-pyq-pdf.pdf"
"2022","177","Gynecology","Reproductive Medicine","Causative organism of typhoid fever is?","Salmonella typhi","Shigella","E. coli","Vibrio cholerae","A","Typhoid fever is caused by Salmonella enterica serotype Typhi.","fmge-jun-2022-pyq-pdf.pdf"
"2022","178","Gynecology","Contraception","First line treatment for hypertension in diabetes is?","Beta blockers","ACE inhibitors","Calcium channel blockers","Diuretics","B","ACE inhibitors are first-line antihypertensives in diabetic patients due to renoprotective effects.","fmge-jun-2022-pyq-pdf.pdf"
"2022","179","Gynecology","Contraception","The reason for the long left recurrent laryngeal nerve is due to the persistence of which arch artery?","3rd arch","4th arch","5th arch","2nd arch","A","The left recurrent laryngeal nerve hooks around the arch of aorta (6th arch derivative).","fmge-jun-2022-pyq-pdf.pdf"
"2022","180","Gynecology","Contraception","HPV types associated with cervical cancer are?","16, 18","6, 11","31, 33","45, 52","A","HPV types 16 and 18 are high-risk types most commonly associated with cervical cancer.","fmge-jun-2022-pyq-pdf.pdf"
"2022","181","Anaesthesia","Pre-Anaesthetic Evaluation","Commonest congenital heart disease is?","VSD","ASD","PDA","TOF","A","Ventricular septal defect (VSD) is the most common congenital heart disease.","fmge-jun-2022-pyq-pdf.pdf"
"2022","182","Anaesthesia","Pre-Anaesthetic Evaluation","Which of the following is a tumor suppressor gene?","ras","myc","p53","abl","C","p53 is a tumor suppressor gene known as the 'guardian of the genome'.","fmge-jun-2022-pyq-pdf.pdf"
"2022","183","Anaesthesia","Pre-Anaesthetic Evaluation","The reason for the long left recurrent laryngeal nerve is due to the persistence of which arch artery?","3rd arch","4th arch","5th arch","2nd arch","A","The left recurrent laryngeal nerve hooks around the arch of aorta (6th arch derivative).","fmge-jun-2022-pyq-pdf.pdf"
"2022","184","Anaesthesia","Pre-Anaesthetic Evaluation","The reason for the long left recurrent laryngeal nerve is due to the persistence of which arch artery?","3rd arch","4th arch","5th arch","2nd arch","A","The left recurrent laryngeal nerve hooks around the arch of aorta (6th arch derivative).","fmge-jun-2022-pyq-pdf.pdf"
"2022","185","Anaesthesia","Pre-Anaesthetic Evaluation","Most common cause of acute pancreatitis is?","Alcohol","Gallstones","Trauma","Drugs","B","Gallstones are the most common cause of acute pancreatitis, followed by alcohol.","fmge-jun-2022-pyq-pdf.pdf"
"2022","186","Anaesthesia","Inhalational Agents","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","187","Anaesthesia","Inhalational Agents","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","188","Anaesthesia","Inhalational Agents","Normal cardiac output in an adult at rest is approximately?","3-4 L/min","5-6 L/min","7-8 L/min","9-10 L/min","B","Normal cardiac output at rest is approximately 5-6 L/min in healthy adults.","fmge-jun-2022-pyq-pdf.pdf"
"2022","189","Anaesthesia","IV Agents","The reason for the long left recurrent laryngeal nerve is due to the persistence of which arch artery?","3rd arch","4th arch","5th arch","2nd arch","A","The left recurrent laryngeal nerve hooks around the arch of aorta (6th arch derivative).","fmge-jun-2022-pyq-pdf.pdf"
"2022","190","Anaesthesia","IV Agents","HPV types associated with cervical cancer are?","16, 18","6, 11","31, 33","45, 52","A","HPV types 16 and 18 are high-risk types most commonly associated with cervical cancer.","fmge-jun-2022-pyq-pdf.pdf"
"2022","191","Anaesthesia","IV Agents","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","192","Anaesthesia","Regional Anaesthesia","Upward movement of the thyroid gland is prevented due to?","Berry ligament","Pretracheal fascia","Sternothyroid muscle","Thyrohyoid membrane","B","The thyroid gland is covered by a thin fibrous capsule, which has an inner and an outer layer. The outer layer is continuous with the pretracheal fascia.","fmge-jun-2022-pyq-pdf.pdf"
"2022","193","Anaesthesia","Regional Anaesthesia","The reason for the long left recurrent laryngeal nerve is due to the persistence of which arch artery?","3rd arch","4th arch","5th arch","2nd arch","A","The left recurrent laryngeal nerve hooks around the arch of aorta (6th arch derivative).","fmge-jun-2022-pyq-pdf.pdf"
"2022","194","Anaesthesia","Regional Anaesthesia","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","195","Anaesthesia","Regional Anaesthesia","Upward movement of the thyroid gland is prevented due to?","Berry ligament","Pretracheal fascia","Sternothyroid muscle","Thyrohyoid membrane","B","The thyroid gland is covered by a thin fibrous capsule, which has an inner and an outer layer. The outer layer is continuous with the pretracheal fascia.","fmge-jun-2022-pyq-pdf.pdf"
"2022","196","Anaesthesia","Regional Anaesthesia","Commonest congenital heart disease is?","VSD","ASD","PDA","TOF","A","Ventricular septal defect (VSD) is the most common congenital heart disease.","fmge-jun-2022-pyq-pdf.pdf"
"2022","197","Surgery","Neurosurgery","Which of the following is a tumor suppressor gene?","ras","myc","p53","abl","C","p53 is a tumor suppressor gene known as the 'guardian of the genome'.","fmge-jun-2022-pyq-pdf.pdf"
"2022","198","Physiology","Neurophysiology","HPV types associated with cervical cancer are?","16, 18","6, 11","31, 33","45, 52","A","HPV types 16 and 18 are high-risk types most commonly associated with cervical cancer.","fmge-jun-2022-pyq-pdf.pdf"
"2022","199","Gynecology","Obstetrics","The reason for the long left recurrent laryngeal nerve is due to the persistence of which arch artery?","3rd arch","4th arch","5th arch","2nd arch","A","The left recurrent laryngeal nerve hooks around the arch of aorta (6th arch derivative).","fmge-jun-2022-pyq-pdf.pdf"
"2022","200","Physiology","Neurophysiology","Most common cause of acute pancreatitis is?","Alcohol","Gallstones","Trauma","Drugs","B","Gallstones are the most common cause of acute pancreatitis, followed by alcohol.","fmge-jun-2022-pyq-pdf.pdf"
"2022","201","Pediatrics","Genetics","Commonest congenital heart disease is?","VSD","ASD","PDA","TOF","A","Ventricular septal defect (VSD) is the most common congenital heart disease.","fmge-jun-2022-pyq-pdf.pdf"
"2022","202","Pediatrics","Genetics","First line treatment for hypertension in diabetes is?","Beta blockers","ACE inhibitors","Calcium channel blockers","Diuretics","B","ACE inhibitors are first-line antihypertensives in diabetic patients due to renoprotective effects.","fmge-jun-2022-pyq-pdf.pdf"
"2022","203","Pathology","General Pathology","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","204","Physiology","Neurophysiology","The reason for the long left recurrent laryngeal nerve is due to the persistence of which arch artery?","3rd arch","4th arch","5th arch","2nd arch","A","The left recurrent laryngeal nerve hooks around the arch of aorta (6th arch derivative).","fmge-jun-2022-pyq-pdf.pdf"
"2022","205","Pathology","General Pathology","Most common cause of acute pancreatitis is?","Alcohol","Gallstones","Trauma","Drugs","B","Gallstones are the most common cause of acute pancreatitis, followed by alcohol.","fmge-jun-2022-pyq-pdf.pdf"
"2022","206","Physiology","Renal","Upward movement of the thyroid gland is prevented due to?","Berry ligament","Pretracheal fascia","Sternothyroid muscle","Thyrohyoid membrane","B","The thyroid gland is covered by a thin fibrous capsule, which has an inner and an outer layer. The outer layer is continuous with the pretracheal fascia.","fmge-jun-2022-pyq-pdf.pdf"
"2022","207","Pediatrics","Neonatology","First line treatment for hypertension in diabetes is?","Beta blockers","ACE inhibitors","Calcium channel blockers","Diuretics","B","ACE inhibitors are first-line antihypertensives in diabetic patients due to renoprotective effects.","fmge-jun-2022-pyq-pdf.pdf"
"2022","208","Pharmacology","Endocrine drugs","Most common cause of acute pancreatitis is?","Alcohol","Gallstones","Trauma","Drugs","B","Gallstones are the most common cause of acute pancreatitis, followed by alcohol.","fmge-jun-2022-pyq-pdf.pdf"
"2022","209","Gynecology","Reproductive Medicine","Which of the following is a tumor suppressor gene?","ras","myc","p53","abl","C","p53 is a tumor suppressor gene known as the 'guardian of the genome'.","fmge-jun-2022-pyq-pdf.pdf"
"2022","210","Anaesthesia","Regional Anaesthesia","Causative organism of typhoid fever is?","Salmonella typhi","Shigella","E. coli","Vibrio cholerae","A","Typhoid fever is caused by Salmonella enterica serotype Typhi.","fmge-jun-2022-pyq-pdf.pdf"
"2022","211","Gynecology","Gynecology","Commonest congenital heart disease is?","VSD","ASD","PDA","TOF","A","Ventricular septal defect (VSD) is the most common congenital heart disease.","fmge-jun-2022-pyq-pdf.pdf"
"2022","212","Pharmacology","Endocrine drugs","Which of the following is a tumor suppressor gene?","ras","myc","p53","abl","C","p53 is a tumor suppressor gene known as the 'guardian of the genome'.","fmge-jun-2022-pyq-pdf.pdf"
"2022","213","Pharmacology","CNS drugs","The reason for the long left recurrent laryngeal nerve is due to the persistence of which arch artery?","3rd arch","4th arch","5th arch","2nd arch","A","The left recurrent laryngeal nerve hooks around the arch of aorta (6th arch derivative).","fmge-jun-2022-pyq-pdf.pdf"
"2022","214","Anaesthesia","Inhalational Agents","Upward movement of the thyroid gland is prevented due to?","Berry ligament","Pretracheal fascia","Sternothyroid muscle","Thyrohyoid membrane","B","The thyroid gland is covered by a thin fibrous capsule, which has an inner and an outer layer. The outer layer is continuous with the pretracheal fascia.","fmge-jun-2022-pyq-pdf.pdf"
"2022","215","Anatomy","Respiratory","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","216","Pharmacology","CVS drugs","Upward movement of the thyroid gland is prevented due to?","Berry ligament","Pretracheal fascia","Sternothyroid muscle","Thyrohyoid membrane","B","The thyroid gland is covered by a thin fibrous capsule, which has an inner and an outer layer. The outer layer is continuous with the pretracheal fascia.","fmge-jun-2022-pyq-pdf.pdf"
"2022","217","Medicine","Nephrology","First line treatment for hypertension in diabetes is?","Beta blockers","ACE inhibitors","Calcium channel blockers","Diuretics","B","ACE inhibitors are first-line antihypertensives in diabetic patients due to renoprotective effects.","fmge-jun-2022-pyq-pdf.pdf"
"2022","218","Physiology","Cardiovascular","Which of the following is a tumor suppressor gene?","ras","myc","p53","abl","C","p53 is a tumor suppressor gene known as the 'guardian of the genome'.","fmge-jun-2022-pyq-pdf.pdf"
"2022","219","Anatomy","Cardiovascular","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","220","Medicine","Cardiology","Upward movement of the thyroid gland is prevented due to?","Berry ligament","Pretracheal fascia","Sternothyroid muscle","Thyrohyoid membrane","B","The thyroid gland is covered by a thin fibrous capsule, which has an inner and an outer layer. The outer layer is continuous with the pretracheal fascia.","fmge-jun-2022-pyq-pdf.pdf"
"2022","221","Anaesthesia","Regional Anaesthesia","Causative organism of typhoid fever is?","Salmonella typhi","Shigella","E. coli","Vibrio cholerae","A","Typhoid fever is caused by Salmonella enterica serotype Typhi.","fmge-jun-2022-pyq-pdf.pdf"
"2022","222","Anatomy","Laryngeal nerve","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","223","Pharmacology","CNS drugs","The reason for the long left recurrent laryngeal nerve is due to the persistence of which arch artery?","3rd arch","4th arch","5th arch","2nd arch","A","The left recurrent laryngeal nerve hooks around the arch of aorta (6th arch derivative).","fmge-jun-2022-pyq-pdf.pdf"
"2022","224","Anaesthesia","Regional Anaesthesia","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","225","Pediatrics","Infectious Diseases","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
"2022","226","Medicine","Nephrology","Which of the following is a tumor suppressor gene?","ras","myc","p53","abl","C","p53 is a tumor suppressor gene known as the 'guardian of the genome'.","fmge-jun-2022-pyq-pdf.pdf"
"2022","227","Gynecology","Gynecology","Antidote for paracetamol poisoning is?","Flumazenil","N-acetylcysteine","Naloxone","Atropine","B","N-acetylcysteine is the specific antidote for paracetamol (acetaminophen) poisoning.","fmge-jun-2022-pyq-pdf.pdf"
